appid,name,description,price,release_date,developer,publisher,tags
3058090,GOOOAL,GOOOAL! is exciting sports arcade. The goal is to defeat opponents in wagers. Use powerful soccer balls with special effects and minigames. Level up your GOOOOOOAL to save up money for a ticket to the big game.,₹ 155,"18 Jul, 2024",SmoochGM,SmoochGM,"Adventure, Indie, RPG, Sports, Strategy"
3058100,2033 the order,"A horizontal board strategy action adventure game, all actions require stamina consumption, manage stamina correctly, and fight with caution Attack, defense, rebound, roll, jump, stun, interrupt attack, and enhance various numerical values Rich mechanisms await discovery.",₹ 52,"19 Jul, 2024",Error,Error,"Action, Adventure, Strategy"
3058110,Banana Extreme,"A banana clicking game that is extreme, collect bananas and achieve a higher and higher rank! Can you collect enough bananas to get to the boss at the end?",₹ 52,"8 Jul, 2024",Adriel,Adriel,"Indie, Simulation"
3058130,The Legend of Thabor - Rise of the Mages,"It is a 2D action adventure in pixel graphics. Combines the Metroidvania, platformer and puzzle platformer genres. Experience great fantasy worlds, challenging boss fights and exciting puzzles. Gradually learn new skills and become a master of magic.",N/A,"5 Jul, 2024",Ivo Zabot,iz-gamedev,"Action, Adventure, Indie, Free To Play"
3058180,The Final Act,"The Final Act is a mix of visual novel and puzzle game where you assist writer Rebecca Carter in overcoming her writer's block by crafting the perfect murder plot for her novel. Solve intricate puzzles, adjust crime scenes, and navigate immersive storytelling to uncover the perfect crime.",N/A,"3 Jul, 2024",One Electron Universe,Mika Pi,"Casual, Free To Play"
3058200,Star Beads,"Learn your basic colors and shapes in Star Beads, an educational PC game for three-five-year-olds from Cellec Games! Select your shape, then click and drag beads of various colors to the correct location on the bracelet. Practice sketching the shapes and colors in the Free-play Drawing Mode.",N/A,"4 Jul, 2024",CelleC Games,CelleC Games,"Casual, Indie, Free To Play"
3058210,Radioactive Pineapple,"Welcome to Musa Inc.! We are a revolutionary company that wants humanity to evolve to a peak potassium state. A race against time, solve puzzles the fastest to reach the end of our testing facility and gain your freedom... from being a pineapple.",N/A,"23 Jul, 2024",Black Banshee Studios,Black Banshee Studios,"Action, Indie, Racing, RPG, Strategy, Free To Play"
3058240,Goofy Little Soccer Match,A casual multiplayer team-based FPS soccer game with a variety of fun features.,N/A,Coming soon,Nion Yang,Nion Yang,"Action, Casual, Indie, Sports"
3058250,Gaggi Clicker,"Welcome to Gaggi Clicker, the ultimate click-and-collect game! Immerse yourself in the world of &quot;Gaggis&quot; – enchanting little creatures just waiting to be collected by you.",N/A,"25 Jul, 2024",xZSGx,Gaggisoft,"Casual, Indie, Simulation, Strategy, Free To Play, Early Access"
3058310,Silent Threat,"you will embark on a psychological exploration experience that will engulf you in deep curiosity and tension. in this world of modern buildings, dark corners, and mysterious tunnels, you will chase the unknown. walk, look around, and listen to the sounds.",₹ 450,"30 Jul, 2024",TopRuz,TopRuz,"Adventure, Indie, Simulation"
3058320,Yep!,"Yep! is an immersive game where you attend a vibrant musical festival, meet new girlfriends, and enjoy electrifying performances. With the renowned U&amp;I band headlining the event, you'll experience unforgettable nights filled with music, romance, and adventure.",N/A,Coming soon,Ctrl Video,Ctrl Video,"RPG, Simulation"
3058340,Voice Love on Air Official Strategy Guide (mandarin only),This strategy guide contains the requirements and precautions for all events in &quot;Voice Love on Air.&quot; (mandarin only),N/A,"17 Jul, 2024",SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,"Casual, Simulation, Free To Play"
3058400,Cam Star!,"Board an experimental space station orbiting Earth, and help Lexie earn money to unlock sexy new scenes to please her fans with!",N/A,To be announced,PINKU!,Shady Corner Games,"Casual, Simulation"
3058420,100 Cats New York - Extra Content,Play a brand new level enriched with intricate details. 100 Cats have once again decided to hide themselves in New York.,N/A,2024,100 Cats,100 Cats,"Casual, Indie, Free To Play"
3058430,Swamped!,"Discover a Tower Defense as cute as it is addictive. Collect funny hats, magical equipment, and special powers to create the ultimate defense build. Explore an enchanted world filled with charming characters and challenges to overcome!",N/A,Q4 2024,Small Pond,Small Pond,"Action, RPG, Strategy"
3058490,Pumpkin's Revenge,"Pumpkin's Revenge Embark on an epic adventure with the Pumpkin-Head Hero. Navigate through mysterious dungeons, collect powerful loots, and battle fearsome monsters. Can you survive and become a legend?",N/A,"17 Jul, 2024",Radiant,Radiant,Free To Play
3058500,Cucumber,"Cucumber is a never before seen jump Game, in which you jump with a cucumber! Get a random cucumber every 3 hours and grow your fantastic cucumber collection!",N/A,Coming soon,Garden,BobGame,"Casual, Simulation, Free To Play"
3058520,Goddess Connect,"Goddess Connect is a cute anime-style idle game where you dive into a never-ending adventure to collect Heroes, defeat Devils, and become a Legend. Your actions will influence the world around you—come meet these heroes now!",N/A,"24 Jul, 2024",Game Hollywood Games,Game Hollywood Games,"RPG, Free To Play"
3058550,The REWOLBOROUGH VOL.1,"Welcome to the town of Rewolborough, where the story of Suzen and her friends unfolds in this digital manga.",N/A,To be announced,tyioronmoor,tyioronmoor,"Action, Early Access"
3058570,Darkfall Shadows,"Darkfall Shadows is a 2D noir puzzle game where you, as a detective, explore Darkfall Manor to uncover its dark secrets. Solve puzzles and navigate shadowy rooms to unravel the twisted history of Dr. Grimshaw and his daughter, Elara, in this eerie, Victorian-inspired adventure.",N/A,Coming soon,Wynter Forest,Wynter Forest,Indie
3058620,Sammy Jukes: Twin Lakes,"Detective Sammy Jukes is the man on the job when an anti-oil activist is reported missing in a small town on the new oil pipeline route. Talk to witnesses, shovel through evidence, wrestle with the wolves and chase after chickens to find the truth in this first-person open-world adventure game.",N/A,"19 Sep, 2024",Wamill,Wamill,"Adventure, Indie"
3058630,Assetto Corsa EVO,Assetto Corsa EVO redefines the realism and features of one of the most popular multiplatform driving simulations ever developed. Featuring cars and tracks from different classes spanning across years of motoring history.,N/A,2024,KUNOS Simulazioni,505 Games,"Racing, Simulation, Sports"
3058660,HARK THE GHOUL,"Slash, kick and magick your way through an adventure brimming with secrets and curious encounters! HARK THE GHOUL offers a meticulously handcrafted world to explore, inspired by the interconnected nature of the first DARK SOULS.",N/A,2025,Broysoft,Broysoft,Adventure
3058710,JumpMap,"JumpMap is an exciting first-person 3D platformer that features a special mechanic: every time you fall, you get put back to where you were before. Explore 20+ carefully designed levels that challenge your skills. Now with Speedrun Mode: race through all levels and track your best times!",N/A,2024,Radiant Bear Games,Radiant Bear Games,"Action, Casual, Indie"
3058720,Dungeon Board,"Dungeon Board is a virtual tabletop and companion app that puts you in control. Author your encounters and play them out with friends! Now with built-in multiplayer via Steam, or screen share with your friends!",₹ 480,"1 Aug, 2024",Howl Games,Howl Games,RPG
3058770,Dragrave Marauders,"A classic JRPG style game which you play as 1 of 5 characters who is looking to loot an abandoned castle for riches. As you play the game and explore deeper in Castle Dragrave, you slowly realize things are not what it seems.",₹ 52,"16 Jul, 2024",huntikgooo1,huntikgooo1,"Action, Adventure, Casual, RPG"
3058800,Orange - The Annoying Clicker,"Orange is a spiritual successor to certain phallic fruit clicker Game, in which you click an Orange, only a little bit more annoying *wink*! All you have to do is click the Orange! No Drama No Stress",N/A,"13 Jul, 2024",lorder23,lorder23,"Casual, Simulation, Free To Play"
3058810,The Girls of your Dreams,You woke up one day with a dream. Harem full of demon girls…,N/A,To be announced,Synthoel,Shady Corner Games,"Adventure, Casual"
3058820,Labyrinth - Roll of Fate,"Trapped by a sinister Game Master, your only hope of escape is to play his twisted game. Blending first-person horror with turn-based strategy and inspired by classic board games, each turn, you roll the dice to determine your fate. But beware, the Game Master ensures no two games are ever the same.",₹ 480,"19 Jul, 2024",SANDBOX Games,SANDBOX Games,"Casual, Indie, Strategy"
3058830,PARADISE CLEANING - ヴァリアントヴァース -,Paradise Cleaning! - VARIANTBIRTH - is super-casual action game. All you have to do is just cleaning out all dirty icons by dragging over them within the time limit. There are 5+1 dirty icons and each of them can be cleaned by the corresponding Cleaning tools.,₹ 52,"1 Aug, 2024",ABALONEKISS,ABALONEKISS,Casual
3058850,WooLoop - Flags Pack,"Flags GalleryThis Flags-themed gallery unlocks 21 additional levels for WooLoop! Flags from around the world!Historic, modern and everything in between!",₹ 52,"26 Jul, 2024",ToastieLabs,ToastieLabs,"Casual, Indie, Simulation"
3058940,Backspace Backspace Backspace,"In an AI-powered age where original authors have become largely redundant, play as a dejected writer on the brink of losing their creative drive forever.",₹ 52,"5 Aug, 2024",Blue Tango Street,Blue Tango Street,"Adventure, Casual, Indie"
3058950,Gachi-Natsu Muscular hunk's naughty and intense fellatio ASMR2,"Every day is a day of flirting and dirty sex with your macho sex friend! In bed, in the bath, the macho guy climaxes and moans! The second installment of the &quot;you&quot; and sex IF story derived from &quot;Gachi-Natsu&quot; that comes with a brain-melting bedtime ear-licking voice is here!",₹ 570,"17 Jul, 2024",SKSK団,SKSK団,
3058960,Manipulus - A Deck Building Odyssey,"Manipulus is a thrilling deck-building, choose-your-own-adventure game with rogue-like mechanics and perma-death. Trapped by mysterious forces, you are made to relive your past, guiding a band of survivors through perilous times. It's time to FORM THE MANIPULUS!",N/A,2025,Chazzy Games,Chazzy Games,"Adventure, Indie, Strategy"
3059020,Century - Wishbringer Pack,"&quot;Some of them could create life, or even converse with different creatures. One of them was sought above all others by man, as it had the power to reshape reality itself.”",₹ 962,"12 Jul, 2024",Playwing LTD,,"Action, Indie, Racing, Free To Play"
3059040,Cat-Astrophy,"Embark on an epic space adventure in Cat-Astrophy, where you will guide Polo, a fearless cat, through strategic battles and exploration on alien planets to uncover his lost memories.",N/A,To be announced,NattoXez,NattoXez,"Action, Indie"
3059070,Headliners,"Co-op horror game where you play in teams of 1 to 4 reckless journalists, ready to explore a city overrun by deadly creatures to snap spectacular footage. Your only goal: make the headlines without becoming one.",N/A,Coming soon,KAFI,KAFI,"Action, Indie, Early Access"
3059160,Wizard Duel,Study and cast spells and prove yourself in a duel as the superior wizard.,N/A,June 2025,Moritz Schick,Moritz Schick,"Indie, Strategy"
3059200,StockSim,"Step into the shoes of a world class trader and navigate the fast-paced world of financial markets. Make strategic decisions, analyze market trends, and watch your portfolio grow. With realistic market simulations and dynamic pricing, every trade counts. Can you beat the market?",N/A,Coming soon,WTeam,WTeam,"Casual, Simulation, Strategy, Free To Play"
3059240,Space Shooter,"Welcome aboard! Here, we gain points by destroying meteors. Try your best to destroy as many as you can and avoid destroying our ship! This is a wave-type game, where the more you play, the more difficult the game becomes!",₹ 52,"4 Jul, 2024",DaniNocchi,DaniNocchi Studios,"Action, Casual, Indie, Early Access"
3059290,Deep Dungeon Knight,"Deep Dungeon Knight - an immersive 3D rogue-like dungeon adventure where magic and bravery guide your path through treacherous dungeons! Step into the shoes of a valiant knight, wielding powerful spells to combat fearsome monsters lurking in the shadows.",₹ 300,"7 Jul, 2024",InfiniteSpring Studio,InfiniteSpring Studio,"Casual, Indie"
3059310,Paragon Pioneers 2 – Isle of Magicians,Build a school of wizardry on a mystic island and establish a mage population there. The portal network provides an alternative and instant way to move goods and units between islands and even more content is juicing up your base game!,₹ 155,"27 Jun, 2024",Tobias Arlt,Tobias Arlt,"Indie, Simulation, Strategy"
3059350,The Tome of All Tales,The Tome of All Tales is a minimalist old-school shooter that generates an unique adventure in an new setting every day.,N/A,September 2024,Agar,Agar,"Action, Indie"
3059390,Hexagod,"A minimalist village builder where you play cards, place hexagon tiles, and command your villagers.",N/A,Coming soon,Aarimous,Aarimous,"Casual, Indie, Simulation, Strategy"
3059400,Night Drive: คืนหลอน ซ่อนทาง,"Welcome to &quot;Night Drive,&quot; a driving simulator that challenges you to navigate a seemingly endless night in search of anomalies to break a mysterious loop.",N/A,Coming soon,zebracan studio,zebracan studio,"Adventure, Indie, Racing, Simulation"
3059420,VirusRush + Hazard of the Ages,"Take control of a tiny virus that has just developed self-awareness and engage in intense battles against dangerous pathogens in a bullet-hell challenge! Embark on fast-paced action on a microscopic scale, now also through space and time!",N/A,Coming soon,Stranger,Stranger,"Action, Indie"
3059470,Laser Sounds,"You are a mercenary hired by the Space Company to inspect the space station, which has not been heard from for years, because of the news you have received that some experiments are being carried out. Your goal is to clear everyone from this space station.",₹ 52,"20 Jul, 2024",cnsgames,cnsgames,"Action, Indie"
3059480,FireStarter 2,FireStarter 2 is a simplified forest fire simulation game that offers a first approach to fire science for all.,N/A,"8 Aug, 2024",Arthur Giraud,Arthur Giraud,"Simulation, Free To Play"
3059490,Mission Andromeda,"Escape from Earth! Navigate procedurally generated levels using your trusty Jetpack and Laser rifle, gather precious Ores to trade and Biomass to fuel your ship &quot;Mole-1&quot; on it's way to the final destination, Andromeda!",₹ 105,"26 Jul, 2024",Acid Test Games,Acid Test Games,"Action, Indie"
3059570,Tales of Valoris: Swallow's Defenders,"Swallow’s Keep is a place of great prosperity; however, not all lands share in its wealth, and it has caught the eye of ambitious adversaries. Can you defend your home against the bandits?",N/A,Q4 2024,Digital Scorpion Interactive,Digital Scorpion Interactive,"Action, Adventure, Casual, Indie, RPG, Strategy"
3059660,Banana Simulator,Banana Simulator is a story-driven comedic experience where you play through the various genres of games that have existed throughout video game history! Platformer? Check. RPG? Check. Visual Novel? Double check. The possibilities are endless!,N/A,Coming soon,James DeLoach,James DeLoach,"Indie, Simulation"
3059710,Project HEX,"Project HEX is a calming building strategy and puzzle game where you place hexagonal tiles to create expansive, picturesque landscapes. Project HEX offers a challenge for those seeking one: To achieve the highest score, you'll need to meticulously plan and strategically place your tiles.",N/A,Coming soon,LazyTeaStudios,LazyTeaStudios,"Casual, Strategy"
3059730,Decksplorers: Into the Shell,"Dive into the world of Decksplorers: Into the Shell, where deckbuilding card combat meets real-time action in a thrilling roguelite adventure! Master the art of strategic card play, swift reflexes, and exploration as you venture into the mysterious ever-changing caves of &quot;The shell&quot;",N/A,2024,Shellpad Interactive,Shellpad Interactive,"Action, Adventure, Indie, Strategy"
3059750,Cock,Do you like Cocks and clicking? then this game is just for you! Click to make your cock bigger and earn new cocks every couple hours by playing.,N/A,"5 Jul, 2024",badoge,badoge,"Casual, Free To Play"
3059760,funiimo,"★このゲームについて★ &quot;funiimo&quot;は,自由でファニーな世界を生きるシミュレーションです。 明確なストーリーもゴールもありません。あるのは永遠の命と自由のみ 自由に生きなんでもできる世界、何をしても何をしなくてもいい世界であなたはどう生きますか？ ★このゲームの特徴★ 朝から夜に至るまでの時間の経過 日時や季節の概念 天候のリアルタイムな変化 登場キャラクター毎の生活パターン etc.",N/A,2024,wougust,wougust,"Action, Adventure, Indie, Simulation"
3059770,Leveleers,"Help two androids and their cat, each with their own unique abilities, find their way out of the game itself. Think outside the box in this no-rush escape room puzzle platformer with dense hand-crafted puzzles. Immerse yourself in the atmospheric isometric world, alone or with your friends.",N/A,To be announced,Cat on Keyboard Games,Cat on Keyboard Games,"Casual, Indie"
3059790,TimeFixers,"TimeFixers is a fast-paced roguelike action game where you battle through diverse historical eras to save the timeline from rogue robots. Harness unique abilities, collect time keys, and face intense battles across stylized worlds from Ancient Egypt to Futuristic Space.",N/A,"8 Sep, 2024",Strider Interactive,Strider Interactive,"Action, Adventure, Casual, Indie, Strategy, Early Access"
3059820,Block Mover Challenge,Block Mover Challenge offers a captivating puzzle experience with minimalist graphics and subtle sound effects. Use the white block to push others into the door and complete each level. Navigate obstacles and increasing complexities. Test your problem-solving skills with engaging gameplay.,₹ 31,"26 Jul, 2024",Boogygames Studios,Boogygames Studios,"Casual, Indie, Strategy"
3059850,Skibi's Castle TD 2,"Skibi's Castle TD 2 is a colorful, sticker-themed tower defense game by the original development team. Summon troops, fend off waves of enemies, and purchase new towers and upgrades. Compete with friends on the leaderboards. Stay tuned for new features coming soon™!",N/A,Q4 2024,Khookey,Khookey,"Casual, Indie, Simulation, Strategy, Early Access"
3060130,Cosmic Call,"Cosmic Call is a brutal 3D FPS Roguelike Boomer shooter set inside the prison of the Great One. Fight your way out of this hellish nightmare, collecting otherworldly weapons and horrifying items along the way.",N/A,Coming soon,CosmicDev,CosmicDev,"Action, Adventure, Indie"
3060170,Paranormal Party,A CO-OP (4VS1) party horror game where teddy bears try to survive and escape by completing tasks without being caught by the monstrous clown.,N/A,Q4 2024,Task+ Studios,Task+ Studios,"Action, Adventure, Indie"
3060200,Dogs,"Dogs is a relaxing and fun game where you click on adorable dogs to earn points. Featuring a variety of cute dog breeds, simple gameplay, and charming visuals, it's perfect for dog lovers and players of all ages.",N/A,Coming soon,Charging Llama,Charging Llama,"Action, Simulation, Free To Play"
3060390,Aetherian Chronicles,"Aetherian Chronicles is a 3D Casual SideScroller MMORPG focused on interaction with AI controlled players. Explore, train, party up, make friends and trade with real people or AI controlled players! Customize your character to your hearts content and choose your own way to experience your adventure!",N/A,2025,KINGFISHER PLATFORMS LTD.,KINGFISHER PLATFORMS LTD.,"Adventure, Casual, Massively Multiplayer, RPG, Free To Play"
3060430,RustNaut,"A bullet hell game where you have to manage your power or lose all of your abilities. Crash land on a planet full of rust and robots. fight, adapt, and endure!",N/A,Coming soon,SillyGhost,SillyGhost,"Action, Adventure"
3060560,EARTH:3000,"A post-apocalyptic survival RPG set on a desolate future earth, with unrestricted PVP, player-controlled towns and factions.",N/A,2025,E3K Team,E3K Team,"Action, RPG, Free To Play"
3060600,Growth Fish,"Easy fish action game.Eat the food, increase the fish population, make the fish bigger and survive.",₹ 200,"22 Jul, 2024",2QFARM,2QFARM,"Action, Casual"
3060620,RawViewerMini,A RAW image process tool.,₹ 880,"31 Jul, 2024",XYZStudio,XYZStudio,"Design & Illustration, Photo Editing"
3060630,ChaosHaven,"Welcome to &quot;Chaos Haven&quot;, a paradise that combines adventure, cultivation, exploration, and idyllic country life. In this post-apocalyptic world overrun by demons, you will play as a refugee who accidentally discovers a mysterious village protected by cultivators - Taoyuan Village.",N/A,Q3 2024,oyogame,oyogame,"Casual, Indie, RPG, Simulation, Early Access"
3060640,Classic Marathon 2 - XBLA Graphics Pack,Replacement textures from the XBLA game Marathon: Durandal by Freeverse,N/A,"12 Jul, 2024",Aleph One Developers,Aleph One Developers,"Action, Free To Play"
3060790,EXPLOSIVIE SHOOTING STAR BEETTLE,&quot;Explosive Shooting Star Beetle&quot; is an exhilarating bullet-hell shooter where you aim for explosive cherry chains. Collect as many cherries as you can to create massive combos! The game features both a single-player mode and an online multiplayer mode. Enjoy your favorite mode and have a blast!,₹ 224,"2 Aug, 2024",SHINTSKU Games,SHINTSKU Games,"Action, Casual, Indie"
3060810,The Art of Riven,"Dive into the beauty of The Art of Riven digital art book. Over 100 pages of concepts, 3D models, ideation and thoughts from the artists themselves.",₹ 690,"25 Jun, 2024",Cyan Worlds Inc,Cyan Worlds Inc,"Adventure, Casual, Indie"
3060820,The Riven Companion,"Master Riven’s puzzles with this digital strategy guide. Whether you prefer to read the journals of another traveler, or simply get a hint for a specific puzzle, this guide has you covered.",₹ 480,"25 Jun, 2024",Cyan Worlds Inc,Cyan Worlds Inc,"Adventure, Casual, Indie"
3060840,Samawa Idle - More Stats & Visuals,"Enhance your Samawa Idle experience with the new DLC, featuring a damage meter for detailed performance tracking, four new backgrounds, and a comprehensive set of in-depth statistics.",₹ 105,"22 Jun, 2024",Samharia Studios,Samharia Studios,"Action, Casual, Indie, RPG, Strategy"
3060940,曹操轉生錄：以曹氏宗親會之名稱霸異世界,王后不就是人妻嗎?曹式宗親會集合啦！扮演曹操深入國家直搗黃龍，將各國王后納入囊中！,N/A,To be announced,大藍鮫工作室,大藍鮫工作室 ,"Adventure, Casual, Indie, RPG, Simulation"
3061000,CREEP ZONE,"Coco, the princess of the Creep Zone, is doomed to be decapitated and become only her head by a ritual to imbue her with magical powers. If she can take the throne from her mother, she can stop this ritual... Coco's adventure to become king begins.",N/A,Coming soon,SKOOTA GAMES,SCOOTER FILMS INC.,"Adventure, Indie"
3061070,Valet Simulator,"Run your own valet company. Start as a beginner and rise to become the best in town. Park cars with precision, deliver exceptional customer service, and expand your business. Compete with rival valet services and dominate valet market with your top-tier valet skills.",N/A,Coming soon,ToD Game Studio,ToD Game Studio,"Casual, Indie, Simulation"
3061100,栖云代号：遗忘之境,这是一款融合解谜的文字叙事游戏，故事发生在19世纪末的架空欧洲，玩家将扮演一名在宠物店打工的少年，在一天偶然踏入一家神秘的玩具店，发现了与众不同的诡异事情，从此开始了命运的转动。玩家在与三位店员的接触中逐渐探索真相，或许……事情并非你看到的那样简单。,N/A,Coming soon,炭焱网络,炭焱网络,"Adventure, Casual, Indie"
3061110,USC: Counterforce - Supporter Pack,Quack up 🦆 your Space Commandos in style with this supporter pack,₹ 250,"18 Jul, 2024",Angry Cat Studios,Firesquid,"Indie, RPG, Strategy"
3061140,Nephelia: Through the Clouds,"Take control of your own airship, hire people for your crew, help them on their personal stories, follow the trail of a whimsical inventor of the colonisation era, trade, fight, discover, and try to stay afloat.",N/A,2026,Dieselduck,Dieselduck,"Action, Adventure, Indie, RPG, Simulation, Strategy"
3061170,iBasket Manager 3 - Online Basketball Manager,"Join the online Basketball revolution and immerse yourself in the ultimate sports simulation, where your decisions on and off the court will define your legacy. iBasket Manager 3 represents the nextgen of online Basketball Manager games. Are you taking the challenge, Manager?",N/A,Coming soon,UPLAY Basketball,UPLAY Online,"Massively Multiplayer, Simulation, Sports, Strategy, Free To Play"
3061200,Pushika - Cat Suika Game,Merge kitties &amp; feed them fishes. Dress them in adorable outfits!,N/A,"15 Jul, 2024",Dabrowa,Dabrowa,"Casual, Indie, Free To Play"
3061230,Whalefall Haven,"Whalefall Haven is a narrative-driven space opera RPG set in the Omnicport Junction, where civilizations converge. Choose your unique build and use Mimic to explore the mysteries. Build relationships and make decisions impacting your reputation and your fate.",N/A,To be announced,鲸鲸工作室,鲸鲸工作室,"Adventure, Indie, RPG, Strategy"
3061250,Slack off master,"A shooting class casual small game. When you are sleeping at work, other people will approach you. So you have to fire through the control of the cannon to control others to get close to you. When you make it to the end, you will be awarded the Master Fish Medal.",₹ 52,"19 Jul, 2024",zhangjianfeng,zhangjianfeng,"Casual, Indie"
3061260,Deceit 2 - Vampire Pack,"Lure your prey and strike as the blood-lusting Vespal Terror. The Vampire Pack also gives you an exclusive curse, The Soulbound, and an exclusive item - Earmuffs.",₹ 345,"5 Jul, 2024",World Makers,,"Action, Free To Play"
3061330,Ultimate Snake,"Snake game is a simple and addictive puzzle game where players control a continuously growing snake, eating food to increase its length while avoiding collisions with itself or the walls.",₹ 155,"21 Jul, 2024",Zhang Li,Zhang Li,"Action, Casual, Indie, Strategy"
3061390,Inkwellers,"You're the Inkwellers! Dwellers of stories who venture into journals to uncover their true meaning. With your friend, you'll explore hidden worlds, solve tricky puzzles, and uncover secrets. Navigate the plot, solve the mysteries, and reveal what really happened. Can you uncover the truth?",N/A,2025,ScrumptiousSprouts,ScrumptiousSprouts,"Adventure, Casual, Indie"
3061430,Caspers,"You are ghost hunters. In the game Caspers, you have to click on a gHost for a chance to knOck it into your inventory. ColLect and traDe ghosts with other players. dyor",N/A,Coming soon,CasperStudio,CasperStudio,"Adventure, Casual, Indie, Simulation"
3061450,Inertial Craft,&quot;Inertial Craft&quot; is a simple-to-operate racing game in a cyber world. You can experience a thrilling race with the strong and inertial behavior unique to a craft floating off the ground. Enjoy unique behavior and UI for each craft.,₹ 200,"1 Aug, 2024",GCHohrow,GCHohrow,"Casual, Indie, Racing"
3061480,Shahmaran,Kingdom's ruler falls gravely ill and for the cure the Vizier revealing his true side as the evil sorcerer conjures a spell to summon vile creatures to assail Shahmaran for obtaining her flesh. Shahmaran and her helper friend Jamsab must defeat the evil sorcerer.,₹ 105,"11 Jul, 2024",AnkA Interactive,AnkA Interactive,"Action, Casual"
3061500,Mob Trader,Poke the dungeon and stick around to see what comes out! Every 60 minutes you will receive a tradeable mob in the form of a Steam Item. Grow an impressive collection of unique mobs to show off and trade with other players on the Steam Market!,N/A,"6 Jul, 2024",Hex,Hex,"Casual, Indie, Simulation, Free To Play"
3061540,NEXUS PROTOCOL,"Nexus Protocol: Step into the future and immerse yourself in the high-octane world of Nexus Protocol, a sci-fi first-person shooter that will test your skills, strategy, and survival instincts within an advanced VR training program for future soldiers.",₹ 250,"6 Jul, 2024",Velocity Visions,Velocity Visions,"Action, Early Access"
3061550,RIOO,"The goddess of water who summoned you is nowhere to be found. Facing a tidal wave of monsters, you must join forces with other brave people who were summoned like you to repel them! Find the best combination of various strange weapons to survive the waves of attacks!",N/A,August 2024,Project Ground Zero,Project Ground Zero,"Adventure, Casual, Indie"
3061560,SKIBIDI,SKIBIDI is a clicker game where you click on toilets! Click more on the toilet and get even more toilets!,N/A,Coming soon,Baza Company,Baza Company,"Action, Adventure, Casual, Simulation, Strategy, Free To Play"
3061590,Sunset afterglow,This is a super fun casual game,"₹ 1,500","23 Jul, 2024",Sunset afterglow,Sunset afterglow,"Casual, RPG, Strategy"
3061640,Barro F22 - Pack #2,Support the Barro series and get 3 extra race tracks to play on.,₹ 52,"27 Jun, 2024",SC Jogos,SC Jogos,"Casual, Indie, Racing"
3061650,Frogs,"Frogs is a clicker game where you tap to collect a variety of frogs. You can obtain them every 3 hours or unlock unique ones from chests that you can obtain by clicking. Equip frogs to boost your chances, trade them in the marketplace, and just collect them all. Dive into this adventure with us!",N/A,Coming soon,Limes,Limes,"Casual, Indie, Simulation, Free To Play"
3061660,Barro GT - Pack #2,Support the Barro series and get 3 extra race tracks to play on.,₹ 52,"27 Jun, 2024",SC Jogos,SC Jogos,"Casual, Indie, Racing"
3061670,Barro T23 - Pack #2,Support the Barro series and get 3 extra race tracks to play on.,₹ 52,"27 Jun, 2024",SC Jogos,SC Jogos,"Casual, Indie, Racing"
3061680,I HIT YOU,Two players take on the roles of Hammer and Gopher. Gopher player: can summon a real or fake gopher by pressing the button corresponding to the cave. Hammer player: Attack by moving and clicking the left mouse button.,N/A,"7 Jul, 2024",KAI's CAT,KAI's CAT,"Action, Casual, Indie, Free To Play"
3061730,Skateboard Knight,Ride a skateboard and loosely save the world! The only operation is to move up and down the course. Easy to operate with automatic controls for sideways movement and attacks.,N/A,2025,Maroru Games,Maroru Games,"Action, Casual, Indie, RPG"
3061740,Memory Oblivion Box -  Radio Drama,"Special Radio Drama from &quot;Memory Oblivion Box&quot;. Three stories, three memories.",₹ 155,"27 Jun, 2024",DreaMory,NVLMaker,"Adventure, Casual, Indie"
3061760,Colorizing,Coloring by numbers game for relaxation. This coloring book is a guarantee of good mood.,N/A,August 2024,D-Games,D-Games,"Casual, Indie"
3061790,Vox Populi: USA 2024,"Play as an existing or fully customisable political figure, and campaign for many alternative US elections! In &quot;Vox Populi: USA 2024&quot;, you and the characters around you must promote your ideas and your popularity throughout the country to claim victory!",N/A,Coming soon,Velsin,Velsin,"Simulation, Strategy"
3061880,Extreme Climbing Mirage City,"Explore exciting climbing tracks in the Baghdad desert with assassin characters in Extreme Climbing Mirage City! This game, full of realistic graphics and challenging missions, increases the adrenaline rush. Start climbing now and write your legend!",₹ 52,"22 Jul, 2024",Yusuf Islam Seyhan,Inspector Studios,"Action, Adventure, Indie, Simulation"
3061900,Revenge of the Boxer : Moscow Criminality,"Fight to clear your name in this action 2D fighting game from Alligator Friends Software! Professional sports and the big ring played a major role in his life. This continued until he was accused of a murder he didn't commit. Once in prison, the hero realizes that it is possible to restore justice..",₹ 250,"22 Jul, 2024",Alligator Friends Software,Strategy First,Action
3061940,L'Artisan Meurtrier,"L'Artisan Meurtrier is an old school action/RPG game built around a rich and demanding combat system. Prepare to face the worst monsters and villains, to foil the most treacherous traps to honor your contracts and gain ever more glory!",N/A,Q4 2025,Sprites and Tiles,Sprites and Tiles,"Adventure, Indie, RPG"
3061960,Forgotten Paths,"Awaken in a ruined world with no memory. A second chance to redeem yourself, but survival is a daily challenge. Aid survivors, manage madness with a black cat's help, and uncover your true purpose.",N/A,Coming soon,Bronixia,Bronixia,"Action, Adventure, Indie"
